PersonId,Sex,Age,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
17163,Male,21,4,1,3,3,5,2,3,3,3,4,2,5,3,3,3,4,4,3,5,4,5,4,3,4,2,4,3,4,5,4,4,4,3,4,3,3,3,3,5,3,3,5,3,3,4,3,4,3,5,4
17164,Female,21,3,3,4,3,4,3,4,3,3,4,4,3,5,3,4,4,3,3,4,2,2,4,3,4,2,4,2,4,4,4,4,2,3,3,4,2,5,2,5,3,3,3,3,3,2,2,3,2,5,2
17165,Male,35,2,4,3,4,1,4,1,5,1,5,4,3,5,2,4,2,4,4,3,4,2,3,1,4,3,4,2,4,4,5,4,2,3,3,2,2,4,4,4,3,4,1,4,1,4,2,4,4,5,4
17166,Female,21,4,3,4,3,3,2,4,3,2,3,4,3,4,3,3,3,3,3,3,3,4,4,3,4,2,4,2,4,4,3,4,2,4,2,3,2,5,2,4,3,3,3,3,2,3,3,3,3,3,3
17167,Male,20,1,5,2,4,2,5,1,5,1,4,1,5,2,2,3,2,1,1,2,1,1,4,1,4,2,5,2,5,4,4,2,5,4,3,2,4,4,2,1,4,4,1,5,1,4,1,4,4,5,4
17168,Female,20,4,1,5,1,5,1,5,2,5,1,3,3,2,3,3,2,3,3,3,3,3,4,4,2,1,2,4,3,2,4,3,2,4,3,3,5,1,3,2,4,4,1,5,1,5,3,4,5,5,4
17169,Male,24,3,3,4,4,5,2,4,3,4,2,2,4,2,5,2,1,2,4,2,4,2,4,2,4,2,4,3,3,4,4,5,5,4,2,4,2,4,2,4,3,4,2,4,2,4,2,4,3,4,4
17170,Male,48,2,5,1,5,2,5,1,5,1,5,4,1,4,1,4,4,4,5,5,5,4,4,4,3,4,2,4,4,1,2,2,5,2,4,1,5,4,5,1,2,2,4,4,4,5,2,4,2,5,4
17171,Male,26,3,3,3,2,4,2,2,3,3,4,5,2,5,2,3,2,2,2,3,3,1,5,1,5,1,5,1,4,5,5,4,3,5,2,5,2,4,2,3,3,5,2,4,1,4,2,5,5,5,4
17172,Female,26,1,4,4,3,4,3,3,2,4,4,5,3,4,3,5,3,5,5,4,3,4,4,1,4,3,4,3,4,4,4,2,1,3,1,1,1,4,3,3,1,3,1,3,1,3,2,2,1,5,3
17173,Female,21,3,5,2,4,1,4,2,3,4,4,4,4,4,2,2,3,3,4,3,4,3,3,2,3,3,3,2,3,3,3,2,1,4,2,2,4,2,3,1,3,4,4,5,2,4,2,2,4,3,3
17174,Female,15,3,1,5,1,3,1,4,2,5,5,3,3,4,2,3,3,5,5,5,3,1,3,3,3,1,2,3,3,5,2,4,2,4,4,1,3,1,3,1,3,2,3,4,3,4,1,3,3,4,4
17175,Male,20,4,2,4,3,4,2,3,3,4,3,3,4,4,2,2,2,2,2,2,2,2,4,1,4,2,2,2,4,4,4,4,2,4,1,1,2,3,3,4,4,4,1,2,3,4,2,4,4,5,4
17176,Male,52,3,2,4,2,5,2,5,3,3,3,3,3,4,4,2,4,2,2,3,2,1,4,3,4,1,3,1,4,2,3,3,4,3,2,1,4,3,1,4,2,5,1,5,1,3,1,4,5,5,4
17177,Female,15,2,2,3,4,4,5,4,5,3,5,5,2,5,2,1,4,4,2,3,3,1,5,1,5,1,5,1,5,5,4,5,4,5,3,1,3,4,3,4,4,4,1,5,3,5,1,3,3,4,4
17178,Male,18,2,3,3,5,2,2,2,4,4,5,5,2,5,1,5,5,5,5,5,5,1,4,3,5,5,5,2,5,5,3,4,4,4,4,2,2,4,5,5,4,2,3,5,2,4,5,5,2,2,5
17179,Female,18,2,2,4,3,4,3,2,3,3,3,3,3,3,2,3,2,3,2,2,2,2,4,2,4,2,4,2,4,4,3,4,2,4,2,3,2,4,3,4,4,3,3,3,2,3,4,3,3,2,3
17180,Female,16,2,4,4,2,4,3,2,3,4,2,3,2,4,2,2,3,3,2,3,2,2,4,3,4,2,2,2,4,4,3,3,2,5,1,4,3,3,1,3,4,5,2,4,3,3,4,4,5,3,3
17181,Female,31,4,1,4,2,4,1,4,2,5,4,1,5,2,5,2,2,1,1,2,1,4,5,1,3,2,3,1,3,4,3,4,3,3,1,3,1,2,1,3,3,4,2,3,3,4,2,5,2,4,3
17182,Male,23,4,2,5,2,5,2,5,2,5,2,1,4,1,5,1,1,2,1,1,1,3,4,5,3,4,2,4,3,3,4,5,4,5,1,4,1,5,1,3,5,5,1,5,4,5,1,5,4,5,5
17183,Male,16,2,3,4,2,4,1,2,4,2,2,2,4,5,3,2,2,1,4,4,2,1,4,4,5,1,5,1,4,4,5,4,4,5,4,2,2,4,3,2,5,4,1,3,2,5,4,5,2,4,5
17184,Female,34,4,3,3,3,1,3,1,3,4,4,5,3,4,5,5,5,4,4,5,5,2,2,3,3,5,4,4,3,1,3,5,1,1,1,4,1,5,3,5,5,1,5,5,5,5,3,3,1,5,5
17185,Male,32,3,1,3,2,3,3,3,1,5,3,4,3,4,2,5,3,4,3,5,3,2,4,3,4,2,3,3,3,4,5,1,5,1,5,1,5,5,4,3,5,1,2,4,2,4,2,2,1,5,3
17186,Female,34,2,1,4,3,5,1,5,3,3,1,2,2,3,1,1,2,1,1,1,5,1,5,1,5,1,5,1,5,5,5,5,1,2,1,2,2,4,1,4,5,5,1,5,1,5,1,5,4,5,5
17187,Male,25,2,2,5,3,4,2,3,3,3,2,1,4,2,4,2,2,2,1,1,1,1,3,2,4,3,3,2,5,4,4,4,1,4,1,4,2,4,2,3,3,4,2,2,3,4,4,4,2,3,3
17188,Female,16,1,2,4,5,1,4,1,5,2,5,5,1,5,1,5,5,5,5,5,5,1,4,1,5,1,5,2,5,5,3,5,5,4,5,1,5,5,3,5,3,4,3,5,1,3,1,5,4,3,3
17189,Male,22,1,3,1,5,3,3,1,2,5,5,5,3,5,3,5,5,5,5,4,3,1,5,1,5,1,5,1,3,5,2,1,5,2,3,3,4,4,3,1,3,3,5,3,3,3,1,3,1,5,3
17190,Female,16,2,4,2,4,2,4,2,4,2,4,4,4,3,3,3,3,4,4,4,3,4,2,4,3,3,3,4,3,3,2,3,4,4,4,2,4,3,3,2,3,3,3,4,3,3,3,3,3,3,3
17191,Male,19,2,4,3,3,4,2,3,2,4,4,2,4,3,4,2,2,1,1,2,2,2,4,2,4,1,3,2,3,4,2,2,5,3,3,1,4,3,4,2,3,5,1,5,1,4,1,4,5,5,5
17192,Male,25,3,3,3,2,3,2,4,3,4,2,4,2,4,3,4,3,4,4,4,3,2,3,2,3,3,3,3,3,4,3,3,2,4,2,4,1,4,2,4,4,4,3,3,3,3,3,3,3,4,4
17193,Female,24,4,2,4,1,4,1,2,1,5,1,5,1,5,5,4,5,5,5,5,5,1,4,1,5,1,5,4,5,5,5,5,5,1,3,2,1,4,3,4,5,2,4,5,5,5,1,5,4,5,5
17194,Male,37,2,1,5,1,5,1,5,3,3,2,2,5,4,5,1,1,2,1,3,1,1,5,1,5,1,5,1,5,4,4,4,4,5,1,4,4,4,3,5,5,3,1,4,1,5,1,5,2,3,5
17195,Female,50,4,2,5,1,4,2,5,2,5,2,4,4,4,4,2,2,4,4,2,2,2,4,2,4,2,5,1,4,4,4,5,1,5,1,4,2,4,1,5,5,5,1,5,2,4,1,5,5,4,5
17196,Female,23,5,2,4,3,5,2,4,3,3,3,3,5,4,3,2,3,2,2,2,3,1,4,2,5,1,5,2,3,5,5,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,2,3,2,4,4
17197,Female,21,2,1,4,2,5,1,4,1,1,3,1,3,1,1,1,1,1,1,1,1,5,5,1,1,1,5,1,5,3,5,4,1,5,1,4,1,2,1,1,3,2,4,5,2,4,1,5,1,4,4
17198,Female,22,2,3,3,3,3,2,3,3,2,3,4,3,4,4,3,2,2,2,3,1,2,4,1,4,2,3,2,4,4,3,3,4,5,2,2,2,4,3,2,3,3,4,4,3,3,2,3,3,5,3
17199,Male,33,2,3,5,3,3,4,2,5,3,4,3,2,4,2,3,4,2,2,3,3,1,5,1,4,2,4,1,4,5,5,5,1,5,2,3,2,5,1,5,5,4,1,4,1,5,2,5,4,5,4
17200,Female,33,3,3,5,4,3,2,1,1,2,5,4,3,4,3,2,4,4,2,3,2,1,5,1,1,1,5,4,5,5,5,3,3,4,3,3,3,4,2,3,3,4,2,3,2,4,1,5,2,4,4
17201,Female,23,1,2,1,5,1,4,3,5,1,5,5,1,5,5,4,5,4,5,5,5,2,1,3,2,2,4,5,5,1,1,1,3,3,5,1,5,1,5,1,1,3,2,4,1,3,1,4,5,5,5
17202,Male,19,4,3,1,3,1,5,2,5,5,5,5,1,5,2,2,3,2,1,1,3,2,5,1,5,1,4,1,2,4,4,1,5,3,4,1,5,5,2,1,5,5,1,3,1,5,1,5,4,5,5
17203,Female,18,4,3,4,3,4,2,3,3,4,3,2,5,2,4,2,2,2,2,2,2,2,4,2,4,2,4,2,4,4,4,4,4,3,3,3,4,3,3,3,3,3,2,4,3,4,2,4,3,4,4
17204,Female,33,4,2,4,2,5,2,5,2,4,5,5,2,5,2,2,5,5,4,5,4,1,4,4,5,2,4,2,4,5,5,4,4,5,4,2,2,5,4,5,5,4,4,4,3,4,2,4,4,4,4
17205,Male,16,1,5,3,4,1,5,1,4,2,5,3,3,4,3,4,3,3,3,4,3,2,4,3,4,1,3,2,4,4,1,4,3,4,4,2,3,5,3,4,3,2,3,1,4,1,5,3,2,4,1
17206,Female,34,4,4,4,3,4,1,2,4,3,2,2,4,4,4,1,2,1,2,3,1,1,5,1,5,1,4,2,5,4,4,3,4,4,2,2,3,4,1,4,4,5,1,4,1,4,1,5,3,5,4
17207,Male,26,1,5,5,5,1,3,1,5,3,5,3,3,5,2,1,1,2,1,1,4,1,5,1,5,1,5,1,3,4,3,4,2,4,2,4,1,5,2,5,5,3,1,4,1,4,1,4,3,5,5
17208,Female,18,1,3,1,4,2,2,2,2,3,4,4,2,5,1,3,5,4,4,4,4,3,2,4,3,2,2,3,2,4,2,4,4,4,4,1,4,4,4,2,2,5,3,5,2,4,1,4,5,4,4
17209,Female,17,4,2,4,4,4,2,5,2,4,2,5,1,5,1,4,5,5,5,5,5,4,4,3,3,4,4,2,3,3,3,2,1,5,3,2,1,4,2,3,3,5,3,5,3,3,2,3,5,5,2
17210,Female,20,3,2,4,3,3,5,1,1,5,2,1,2,4,3,2,3,1,3,1,2,3,5,1,4,2,5,2,5,5,4,3,3,5,1,5,1,1,1,3,2,4,1,5,1,5,1,5,4,3,5
17211,Male,21,3,4,2,5,2,2,1,3,4,4,4,4,4,2,2,2,4,4,3,4,4,4,4,3,4,2,2,3,2,2,3,5,5,2,4,4,4,2,4,5,4,2,5,1,5,1,4,3,5,5
17212,Male,44,3,4,3,2,4,3,2,3,5,3,1,5,1,5,2,1,1,1,1,1,2,3,1,5,4,4,4,4,4,4,4,1,5,1,5,1,5,1,5,5,5,3,5,2,5,5,4,5,4,5
17213,Female,17,1,5,4,5,2,4,1,5,1,4,5,2,5,1,4,5,4,5,5,5,2,4,2,4,2,4,2,4,4,4,2,4,4,4,2,5,3,3,2,2,2,4,1,4,1,5,2,2,3,1
17214,Male,16,3,3,3,2,5,4,1,4,1,5,1,1,5,2,3,3,3,2,5,5,2,2,5,3,4,1,3,5,4,5,2,3,5,3,2,3,3,1,2,4,5,1,5,1,4,1,5,4,5,5
17215,Female,18,2,3,5,3,5,1,4,4,1,4,2,4,3,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,4,5,5,2,4,1,4,1,4,1,4,5,4,1,4,1,4,1,5,4,4,3
17216,Female,19,3,2,3,3,3,2,3,3,3,3,5,1,5,3,4,4,4,4,3,4,1,5,2,5,2,4,2,4,4,3,2,3,5,3,2,3,3,3,2,3,3,2,4,2,3,2,3,2,5,3
17217,Female,52,3,2,2,3,3,3,2,4,2,4,4,3,4,2,2,2,2,2,2,3,4,3,2,4,2,4,2,3,4,3,2,2,4,2,3,2,4,2,2,4,3,2,3,3,4,4,4,2,3,3
17218,Male,18,2,1,4,2,5,1,2,3,4,1,3,4,4,4,3,3,2,1,2,2,1,4,1,5,1,4,2,5,5,4,2,4,5,2,2,4,3,1,3,4,5,2,3,2,5,2,4,5,4,5
17219,Male,17,1,5,2,5,2,2,1,4,4,5,4,4,4,1,1,2,2,4,2,5,4,5,4,4,2,4,3,2,1,3,2,1,3,2,1,2,4,3,2,2,4,3,5,2,5,1,4,4,5,5
17220,Female,60,1,5,2,3,2,1,1,5,1,4,5,3,4,1,4,5,4,5,5,5,1,3,1,5,2,5,3,5,5,2,4,4,5,1,1,4,4,1,3,5,4,1,4,1,5,1,5,3,5,5
17221,Male,17,1,4,4,3,3,3,2,3,4,5,4,4,5,3,5,2,3,2,5,3,1,4,1,4,2,4,1,4,4,4,4,1,5,2,4,2,5,3,5,4,5,3,5,1,4,1,4,4,5,5
17222,Female,18,4,2,4,3,4,2,3,4,3,2,4,3,5,4,4,1,2,2,3,2,1,4,1,4,1,3,2,5,4,4,4,2,5,2,4,2,4,2,4,4,4,1,4,1,3,2,4,5,5,4
17223,Female,18,2,2,3,3,3,2,4,3,3,4,4,2,4,2,3,3,3,3,4,4,2,4,2,4,2,4,2,4,4,3,3,5,4,3,2,4,2,3,3,3,4,2,4,2,3,2,3,3,5,3
17224,Female,23,4,3,5,2,5,1,5,3,4,3,2,5,2,4,1,1,1,1,1,2,1,5,1,5,1,5,1,5,5,5,5,2,5,1,5,1,3,1,5,5,4,1,5,1,5,1,5,4,5,5
17225,Female,21,3,3,3,3,4,2,3,4,5,4,2,2,4,3,1,2,2,1,1,3,1,3,2,5,2,5,3,5,5,4,4,2,5,1,2,1,5,1,5,4,3,2,3,2,3,3,5,2,5,2
17226,Female,18,2,5,3,4,3,3,1,5,2,5,5,5,4,3,2,2,3,2,3,3,2,4,2,4,2,2,2,4,4,4,3,3,5,2,1,2,4,3,3,5,4,2,5,2,4,1,4,4,5,4
17227,Female,23,3,2,3,3,3,2,2,5,3,5,5,2,5,4,4,3,4,4,4,3,2,5,2,5,2,3,2,3,5,3,5,1,4,1,5,1,5,1,5,4,4,2,4,2,4,1,4,3,4,3
17228,Male,19,2,3,4,3,2,2,2,4,3,4,3,3,4,4,2,2,2,2,3,2,2,4,3,4,3,3,3,4,3,4,5,2,5,1,4,2,5,3,5,5,4,1,2,2,5,3,5,4,4,4
17229,Female,23,1,3,3,3,3,3,3,3,2,5,5,4,5,2,2,2,3,3,4,3,3,4,1,5,1,4,1,5,4,4,4,2,5,1,3,1,5,2,5,3,3,1,4,4,5,1,4,3,4,4
17230,Female,26,1,5,1,5,3,3,1,5,1,1,2,3,4,4,3,5,4,5,5,5,1,5,5,5,1,4,3,5,5,5,3,4,3,5,4,2,3,2,2,3,4,3,5,2,5,2,2,5,5,5
17231,Female,19,4,2,4,2,4,2,4,3,4,2,4,2,4,3,3,3,4,3,3,3,2,4,1,4,2,4,2,4,4,4,4,4,4,2,3,4,3,2,3,4,3,2,4,2,3,2,4,3,4,4
17232,Male,19,1,2,3,2,5,2,1,4,2,4,4,2,5,3,4,3,4,3,3,3,2,4,2,4,2,3,3,5,4,3,4,3,5,3,4,3,5,1,5,4,4,1,3,2,4,2,4,3,4,4
17233,Male,25,4,1,5,3,5,2,4,2,5,3,3,4,4,3,3,4,4,4,3,2,1,5,3,5,1,5,1,5,5,4,4,2,4,1,3,3,5,3,5,4,4,3,4,3,4,1,4,3,5,4
17234,Female,27,2,2,4,3,4,2,3,3,3,4,2,3,4,1,2,2,3,1,2,2,1,4,1,4,1,5,2,5,4,5,3,2,4,2,3,1,5,2,3,3,3,1,4,1,3,1,3,2,4,4
17235,Female,19,2,2,3,1,2,2,2,2,4,5,2,3,3,5,2,2,4,2,1,1,1,5,1,5,1,5,1,4,5,5,3,3,4,1,3,5,4,1,5,5,3,2,5,3,5,1,4,4,3,5
17236,Male,77,1,4,3,4,2,4,1,2,5,3,4,3,5,1,5,5,4,2,3,2,4,5,1,4,1,4,1,4,3,3,2,2,5,3,2,5,5,4,2,5,5,1,3,1,5,3,5,5,5,5
17237,Female,18,1,5,2,5,2,4,1,4,3,5,2,5,3,3,1,1,2,1,3,4,4,2,4,3,4,1,4,2,1,1,4,2,4,2,2,2,4,1,3,4,5,1,4,1,5,3,3,4,5,3
17238,Male,23,3,2,2,3,3,3,3,5,1,3,5,1,5,1,5,5,5,5,5,5,2,4,3,4,4,5,2,2,3,2,2,3,2,4,2,3,4,3,1,3,2,3,5,3,2,3,3,1,5,3
17239,Female,28,4,3,4,3,4,2,5,3,3,3,3,4,3,1,4,3,2,2,2,4,1,5,2,5,1,5,1,5,5,4,3,2,5,1,4,5,4,1,2,2,4,1,4,1,4,2,4,3,5,4
17240,Female,19,2,3,3,3,2,1,3,1,5,5,5,2,5,2,2,4,4,4,5,4,2,4,2,5,3,4,1,5,5,3,3,2,3,2,2,2,3,3,4,4,5,3,3,2,4,2,3,3,5,4
17241,Male,60,2,3,4,3,4,2,3,4,4,3,2,4,2,4,2,1,2,2,2,2,1,4,1,4,2,5,1,4,4,5,5,4,4,1,3,2,4,2,4,4,4,3,4,3,4,2,4,4,4,4
17242,Female,18,4,1,5,1,5,1,5,2,3,2,4,3,4,5,1,2,2,2,2,1,5,5,1,5,1,5,1,5,5,5,4,1,4,3,2,2,5,1,5,4,3,1,5,1,5,1,3,3,5,5
17243,Male,25,2,3,3,3,4,2,4,3,4,4,1,5,2,4,2,2,2,2,2,2,1,2,1,5,2,5,2,4,5,4,4,2,5,3,3,4,5,1,3,4,4,1,5,1,4,1,4,4,5,4
17244,Female,18,2,4,2,4,2,3,2,4,1,5,3,4,3,2,2,3,3,3,3,3,1,4,1,5,2,5,3,4,5,4,5,4,4,3,2,3,4,1,2,4,4,1,2,1,5,4,5,4,4,3
17245,Female,19,2,1,4,2,5,1,3,3,5,2,5,4,4,4,3,4,2,2,4,1,2,4,1,4,2,4,2,5,3,5,4,2,5,2,3,2,4,1,4,4,3,3,5,3,5,1,4,2,5,5
17246,Female,16,1,2,2,4,1,4,1,5,1,5,4,4,5,1,4,4,2,2,2,5,1,4,1,5,4,5,4,4,4,2,4,4,4,4,4,4,4,1,4,3,2,3,4,3,3,4,4,2,4,2
17247,Male,19,4,3,4,3,4,1,3,2,4,3,5,1,5,2,4,3,3,3,3,3,1,5,1,5,2,5,1,4,5,4,4,4,5,4,1,3,4,5,3,3,2,4,4,3,3,3,2,1,4,3
17248,Female,20,2,3,3,3,3,3,3,3,3,3,4,3,2,3,3,2,2,2,3,2,3,3,1,3,2,3,2,3,2,4,2,4,4,3,3,3,4,2,3,3,5,1,4,2,4,2,5,4,3,5
17249,Female,16,1,4,3,5,3,3,1,3,5,2,5,2,5,5,4,5,5,5,5,5,3,3,4,1,2,4,3,2,1,2,4,4,5,3,2,4,5,3,4,4,3,4,5,3,4,5,5,4,4,5
17250,Male,33,4,3,3,2,3,2,3,3,3,3,3,3,3,4,2,2,2,2,2,3,1,4,1,4,2,5,2,5,4,5,4,1,4,1,4,2,3,1,4,4,2,3,5,2,3,2,4,3,3,4
17251,Male,19,4,2,2,5,2,3,4,5,2,5,5,4,5,2,4,2,1,3,5,4,4,3,4,3,4,2,4,2,3,3,2,3,4,4,4,4,3,4,2,4,4,2,5,3,4,3,5,5,5,4
17252,Female,25,2,4,4,4,4,3,4,3,2,4,3,4,3,3,2,2,2,2,2,3,3,4,3,4,2,3,2,3,4,4,3,2,4,3,3,2,4,2,4,4,4,3,2,2,4,3,3,4,4,4
17253,Male,25,5,1,5,1,5,1,5,1,5,2,1,5,2,5,1,5,2,4,1,5,1,5,1,5,1,5,1,5,1,5,5,1,5,1,5,1,4,1,4,5,5,1,5,1,5,1,4,2,5,4
17254,Female,21,3,2,3,3,4,2,3,3,2,4,4,3,4,3,4,4,4,4,4,3,2,5,1,4,2,5,1,4,4,4,3,2,4,3,3,3,2,3,2,4,3,3,4,3,4,2,3,2,4,4
17255,Female,18,3,4,5,3,4,2,4,4,1,4,5,2,5,3,3,4,3,2,2,3,1,5,1,5,1,5,1,4,5,4,3,3,4,3,3,4,3,3,3,3,3,4,3,1,3,3,3,2,5,3
17256,Female,16,2,4,5,2,3,4,2,4,2,4,2,5,2,4,2,2,2,2,2,2,1,5,1,5,1,5,1,4,4,4,4,4,4,1,2,4,4,2,4,3,3,1,4,1,4,1,5,3,4,4
17257,Female,38,2,3,4,4,3,2,2,5,2,4,3,2,3,2,1,2,2,2,1,4,1,5,1,5,1,5,1,4,5,2,2,4,2,2,2,4,4,3,2,4,5,1,5,1,3,1,5,5,5,4
17258,Male,45,5,1,5,1,5,1,4,1,5,5,3,4,5,1,4,5,5,4,5,4,2,5,2,3,2,5,3,5,5,5,4,5,4,1,2,5,2,1,4,5,4,1,3,1,4,1,5,2,4,4
17259,Female,19,4,2,5,3,5,2,4,5,4,5,5,2,5,1,5,1,4,2,2,5,1,5,1,5,1,5,2,4,4,4,3,5,3,3,2,4,4,3,2,3,3,2,4,2,4,2,4,3,3,3
17260,Female,67,2,1,5,2,5,2,3,4,3,3,3,2,4,4,2,2,3,3,4,3,1,4,1,4,2,4,2,4,3,3,4,2,5,1,3,2,4,1,4,5,4,2,4,3,3,3,3,3,4,4
17261,Male,22,4,5,2,5,1,5,1,4,3,5,5,1,5,1,5,5,4,5,5,5,1,5,4,5,1,5,2,2,5,1,5,4,4,3,3,5,5,2,5,1,5,2,5,5,5,1,5,5,5,5
17262,Female,14,3,2,4,4,4,2,4,2,2,5,4,3,4,1,4,4,2,4,4,5,5,5,3,5,1,4,1,5,4,2,5,1,4,2,5,2,4,3,4,4,4,4,4,2,3,2,3,3,4,4
17263,Male,16,1,5,1,4,1,5,1,4,3,5,5,2,5,1,4,3,4,4,3,4,1,4,2,5,2,5,3,3,4,4,3,4,3,3,1,1,4,2,2,3,4,2,5,1,3,1,4,3,5,4
17264,Female,32,3,3,4,5,5,2,4,5,1,3,3,5,4,3,4,1,3,1,3,1,1,5,1,4,1,4,2,5,4,4,4,5,3,5,2,4,4,1,2,3,3,2,4,3,4,2,4,2,4,4
17265,Female,16,4,2,4,2,4,2,3,2,5,4,5,3,5,1,4,3,4,4,2,5,1,4,2,5,2,4,2,3,5,4,4,4,4,2,1,2,4,4,3,4,4,1,4,2,3,2,4,3,4,4
17266,Male,18,4,2,5,2,4,2,5,3,4,2,1,4,2,4,1,1,1,1,1,1,1,5,3,4,2,4,2,4,4,4,4,3,4,1,4,2,4,2,4,4,4,2,4,2,3,4,5,2,3,4
17267,Female,27,4,1,4,4,4,2,4,2,4,2,3,4,3,2,4,3,4,4,4,3,1,5,1,5,2,5,2,4,5,4,2,4,4,3,3,4,4,3,3,4,2,2,5,2,3,1,4,3,4,3
17268,Female,23,3,2,4,2,5,2,3,2,4,2,5,1,5,1,1,5,5,4,5,4,1,4,2,4,2,4,2,4,5,4,2,5,4,5,1,5,2,2,3,5,5,1,5,1,4,1,5,5,5,5
17269,Female,63,2,1,4,4,4,2,3,5,1,4,2,2,4,3,3,3,4,1,4,1,1,1,1,5,1,5,1,4,5,5,4,2,3,1,3,1,5,3,3,3,2,1,5,1,5,1,5,1,4,4
17270,Female,15,3,1,2,3,4,2,3,2,5,4,4,2,4,3,5,3,5,5,4,5,4,3,4,2,1,1,3,2,2,2,2,3,2,5,1,5,1,3,1,2,2,4,5,3,3,1,4,4,1,5
17271,Female,18,1,3,4,5,3,5,1,5,1,5,5,3,5,2,2,5,5,2,5,4,4,4,1,4,5,5,2,4,4,3,4,2,3,1,3,2,4,3,3,4,3,3,3,2,2,3,2,2,5,2
17272,Female,17,3,1,4,2,5,1,3,5,3,5,4,3,5,3,4,1,1,1,1,2,1,5,1,5,1,5,1,4,5,1,5,4,3,1,5,2,4,2,5,5,3,2,2,3,3,5,4,2,3,2
17273,Female,15,3,4,4,3,2,4,2,3,2,4,4,3,4,4,3,4,4,4,3,4,2,3,3,4,3,4,3,3,2,3,2,2,3,3,2,3,4,3,4,3,2,3,3,3,2,3,3,2,4,3
17274,Female,16,3,2,4,4,5,1,1,5,1,3,1,5,2,1,3,1,1,1,2,1,4,1,1,2,4,3,3,5,5,5,2,5,4,1,5,5,5,1,5,5,3,1,5,1,5,1,3,3,5,5
17275,Female,19,4,2,5,4,4,2,2,4,2,4,4,2,5,3,4,5,2,1,4,3,1,4,2,5,1,5,2,5,5,5,2,2,4,2,2,1,5,1,4,4,4,4,4,4,4,2,3,3,4,4
17276,Male,22,5,1,5,1,5,1,5,1,5,1,4,4,4,4,2,5,5,5,5,1,1,5,5,5,1,5,1,5,5,5,3,5,2,5,3,5,3,3,2,2,5,3,5,3,3,1,5,4,4,5
17277,Female,32,2,2,3,4,3,2,2,5,1,5,5,2,5,1,1,5,4,4,5,5,1,4,2,5,2,5,2,5,5,4,3,5,5,3,1,5,3,3,3,3,5,3,3,4,4,3,5,4,5,4
17278,Female,17,3,3,4,4,3,2,1,4,1,5,4,3,5,2,5,4,4,3,5,2,1,3,2,5,2,5,1,2,4,3,5,4,4,2,1,2,4,2,4,1,2,4,4,2,3,2,4,1,5,2
17279,Female,18,3,2,4,3,5,2,4,4,2,2,4,4,5,4,4,3,2,1,2,2,1,5,1,5,2,4,2,4,4,5,4,3,5,2,3,1,5,1,4,5,5,2,3,4,4,2,5,2,4,4
17280,Female,21,4,2,3,4,3,3,3,4,4,5,1,5,2,5,3,1,5,2,1,1,2,4,1,4,2,5,2,5,4,4,2,2,5,1,1,1,4,3,1,4,1,5,3,4,1,3,3,1,1,2
17281,Female,20,1,4,2,4,5,3,5,4,2,2,4,2,5,3,4,1,3,1,1,3,1,5,1,5,1,5,1,5,5,4,2,4,5,4,2,5,3,1,4,2,3,4,5,3,4,1,4,4,5,5
17282,Female,19,1,5,3,5,1,5,1,5,1,5,4,4,4,2,3,2,2,2,3,3,2,3,4,4,2,3,3,4,3,2,5,1,3,2,3,1,4,1,5,4,3,1,2,2,3,4,4,2,4,2
17283,Female,13,1,5,3,5,2,2,2,5,2,5,5,3,4,3,3,3,2,2,3,2,2,4,2,4,2,5,3,4,4,3,2,4,3,4,2,4,5,3,3,4,4,2,5,2,5,1,4,3,4,5
17284,Female,18,2,5,2,5,2,2,2,4,3,4,5,2,5,2,4,4,4,2,4,4,2,4,4,4,2,4,2,3,4,3,4,3,4,3,1,4,3,3,4,4,3,4,4,1,3,2,4,4,4,4
17285,Female,19,2,3,2,3,1,3,3,4,1,5,4,2,5,3,3,4,4,3,4,2,5,4,2,4,2,5,2,4,3,2,3,3,2,2,3,2,3,3,2,3,1,3,5,2,2,2,3,1,4,2
17286,Male,40,4,3,4,3,3,1,2,3,4,5,4,5,4,4,1,1,1,1,2,1,1,2,1,5,4,4,1,5,5,5,4,1,5,1,4,1,5,1,4,5,4,1,5,3,5,1,5,1,3,5
17287,Female,24,3,3,4,3,3,1,3,2,3,4,4,2,4,2,4,4,5,5,4,3,1,5,2,5,1,4,1,4,4,4,4,3,5,3,3,2,4,2,4,4,4,1,5,1,5,1,5,3,5,5
17288,Female,31,1,3,4,4,4,2,4,4,2,5,4,4,4,5,3,3,2,1,2,1,1,5,2,4,2,4,1,5,4,5,4,3,5,2,3,1,5,1,4,4,4,2,3,2,5,3,5,3,3,4
17289,Male,19,2,3,2,5,3,2,2,4,2,5,5,3,5,3,1,3,4,3,4,3,2,4,2,4,2,4,2,3,2,4,1,3,5,2,2,2,4,3,1,3,5,2,5,1,4,1,4,4,4,4
17290,Female,21,3,4,1,3,1,5,1,4,1,5,2,3,2,5,4,2,3,1,4,1,5,1,3,1,5,2,5,1,2,2,4,1,5,1,3,1,5,3,3,3,4,2,5,2,5,1,5,3,5,5
